SAMPLE	GENOME	TOT_RDS	TOT_BP	Size	MEAN_COV	COM_FRAC
ET_SCN_6	Bacteroides_thetaiotaomicron_VPI_5482_GCF_000011065.1	14256	2137575	6293399	0.3396535	0.000196943
ET_SCN_6	CN18_26_2_15_R1_F_uSCNPILOT_CONT_500_BF_Rhizobiales_64_17_64_27	1271	190598	4633717	0.041132853	2.39e-05
ET_SCN_6	CN18_26_2_15_R4_P_Melainabacteria_51_74	62	9298	4615792	0.002014389	1.17e-06
ET_SCN_6	CN18_30_10_14_R2_B_Alphaproteobacteria_67_12	20	2996	5684320	0.000527064	3.06e-07
ET_SCN_6	E.coli_WM3604_scaffold_min1000	6529043	979024146	4612074	212.2741626	0.123083984
ET_SCN_6	SCN18_10_11_15_R1_B_SCNPILOT_CONT_300_BF_Rhizobiales_62_47_63_12	34	5099	4665019	0.001093029	6.34e-07
ET_SCN_6	SCN18_10_11_15_R1_B_SCNPILOT_EXPT_1000_BF_Rhizobiales_63_7_63_17	2	300	6549139	4.58e-05	2.66e-08
ET_SCN_6	SCN18_10_11_15_R1_B_Solirubrobacterales_67_19	0	0	3216134	0	0
ET_SCN_6	SCN18_10_11_15_R1_P_Microbacterium_71_863	2	300	3864224	7.76e-05	4.5e-08
ET_SCN_6	SCN18_10_11_15_R3_B_Afipia_64_1782_curated	130819	19613591	3548607	5.527124024	0.00320482
ET_SCN_6	SCN18_10_11_15_R3_B_Rhizobiales_63_59	54	8100	7452781	0.001086843	6.3e-07
ET_SCN_6	SCN18_10_11_15_R4_P_Reyranella_68_349	18	2699	6472661	0.000416985	2.42e-07
ET_SCN_6	SCN18_10_11_15_R4_P_Rhizobiales_68_13	4596	689072	5537263	0.124442708	7.22e-05
ET_SCN_6	SCN18_10_11_15_R4_P_SCNPILOT_CONT_750_P_Caedibacter_acanthamoebae_37_11_38_20	6	900	1645883	0.000546819	3.17e-07
ET_SCN_6	SCN18_10_11_15_R4_P_SCNPILOT_EXPT_1000_BF_Sphingobacteriia_40_10_29_136	0	0	2121440	0	0
ET_SCN_6	SCN18_10_11_15_R4_P_Sphingobacteriales_45_140	0	0	3943039	0	0
ET_SCN_6	SCN18_10_11_15_R5_B_Rhizobiales_67_21	2	300	8382456	3.58e-05	2.08e-08
ET_SCN_6	SCN18_10_11_15_R5_B_SCNPILOT_CONT_1000_BF_Mesorhizobium_65_39_64_12	15258	2287658	7086805	0.32280527	0.000187174
ET_SCN_6	SCN18_10_11_15_R5_P_Alphaproteobacteria_68_131	882	132262	7539962	0.017541468	1.02e-05
ET_SCN_6	SCN18_10_11_15_R5_P_Candidatus_Caedibacter_acanthamoebae_SCNPILOT_EXPT_500_P_38_48_38_48	0	0	1997675	0	0
ET_SCN_6	SCN18_13_7_16_R1_B_Burkholderiales_69_20	18	2700	3916558	0.000689381	4e-07
ET_SCN_6	SCN18_13_7_16_R1_B_Mesorhizobium_65_18	48	7200	4818058	0.001494378	8.66e-07
ET_SCN_6	SCN18_13_7_16_R1_B_Nakamurella_69_21	27	4050	4497244	0.000900552	5.22e-07
ET_SCN_6	SCN18_13_7_16_R1_B_SCNpilot_P_inoc_Stenotrophomonas_69_27_68_91	44	6599	4001815	0.001649002	9.56e-07
ET_SCN_6	SCN18_13_7_16_R1_B_Solirubrobacterales_68_13	2	300	2489084	0.000120526	6.99e-08
ET_SCN_6	SCN18_13_7_16_R1_B_Xanthomonadales_69_60	0	0	3386114	0	0
ET_SCN_6	SCN18_13_7_16_R3_B_Actinobacteria_70_9	6861	1028640	4508133	0.22817428	0.000132303
ET_SCN_6	SCN18_13_7_16_R3_B_SCNPILOT_CONT_300_BF_Rhizobiales_62_47_63_31	3392	508533	4726775	0.107585616	6.24e-05
ET_SCN_6	SCN18_13_7_16_R3_B_SCN_Thiomonas_15x_64_19	290423	43547370	3414391	12.75406654	0.007395254
ET_SCN_6	SCN18_13_7_16_R4_B_Burkholderiales_66_10	0	0	6110206	0	0
ET_SCN_6	SCN18_13_7_16_R4_B_Burkholderiales_68_29	77	11548	6729370	0.00171606	9.95e-07
ET_SCN_6	SCN18_14_9_16_R1_B_Chryseobacterium_40_24	46	6898	3048146	0.002263015	1.31e-06
ET_SCN_6	SCN18_14_9_16_R1_B_Rhizobiales_65_9	4	600	5013351	0.00011968	6.94e-08
ET_SCN_6	SCN18_14_9_16_R1_B_SCNpilot_P_inoc_Kapabacteria_57_18_59_45	0	0	3253864	0	0
ET_SCN_6	SCN18_14_9_16_R2_B_Alphaproteobacteria_64_15	1649	247221	6313041	0.039160367	2.27e-05
ET_SCN_6	SCN18_14_9_16_R3_B_SCNPILOT_CONT_300_BF_Rhizobiales_62_47-related_60_10	1	150	3129718	4.79e-05	2.78e-08
ET_SCN_6	SCN18_14_9_16_R3_B_SCNPILOT_EXPT_1000_BF_Sphingobacteriia_40_10_37_82	0	0	3329790	0	0
ET_SCN_6	SCN18_14_9_16_R4_B_Actinobacteria_68_6	1	23	1814631	1.27e-05	7.35e-09
ET_SCN_6	SCN18_14_9_16_R4_B_SCNPILOT_EXPT_300_BF_Sphingomonadales_67_9_67_9	65	9749	2933246	0.003323622	1.93e-06
ET_SCN_6	SCN18_14_9_16_R5_B_Filimonas_42_18	0	0	6151592	0	0
ET_SCN_6	SCN18_14_9_16_R5_B_Mesorhizobium_63_3	306	45893	6235509	0.007359944	4.27e-06
ET_SCN_6	SCN18_25_1_16_R1_B_Burkholderiales_68_8	6	900	2409378	0.00037354	2.17e-07
ET_SCN_6	SCN18_25_1_16_R1_B_Chitinophagaceae_40_177	0	0	4101688	0	0
ET_SCN_6	SCN18_25_1_16_R1_B_SCNPILOT_CONT_300_BF_Rhizobiales_62_47_62_13	653	97904	5170539	0.01893497	1.1e-05
ET_SCN_6	SCN18_25_1_16_R1_B_SCN_Comamonas_36x_67_66	30	4500	3347540	0.001344271	7.79e-07
ET_SCN_6	SCN18_25_1_16_R2_B_Alphaproteobacteria_70_11	1091	163522	4340141	0.037676656	2.18e-05
ET_SCN_6	SCN18_25_1_16_R2_B_SCNPILOT_CONT_300_BF_Rhizobiales_62_47-related_62_30	6	899	5027196	0.000178827	1.04e-07
ET_SCN_6	SCN18_25_1_16_R3_B_Rudaea_64_147	692	103779	5517738	0.018808251	1.09e-05
ET_SCN_6	SCN18_25_1_16_R3_B_SCNPILOT_CONT_1000_P_Gammaproteobacteria_novel_39_13_39_37	104	15599	3677198	0.004242089	2.46e-06
ET_SCN_6	SCN18_25_1_16_R4_B_SCNPILOT_SOLID2_TRIM150_Afipia_61_20_61_46	711	106609	3896152	0.027362639	1.59e-05
ET_SCN_6	SCN18_25_1_16_R5_B_Rhizobiales_60_7	899	134822	4184928	0.032216086	1.87e-05
ET_SCN_6	SCN18_25_8_15_R2_B_Bosea_sp_LC85_SCNPILOT_EXPT_1000_BF_Rhizobiales_65_15_66_16	0	0	4890684	0	0
ET_SCN_6	SCN18_25_8_15_R2_B_CN-SCN_Microbacterium_18x_70_9	0	0	3048282	0	0
ET_SCN_6	SCN18_25_8_15_R2_B_Nitrosospira_multiformis_SCNPILOT_SOLID_1_TRIM150_Nitrosospira_54_27_54_34	4	600	3018418	0.00019878	1.15e-07
ET_SCN_6	SCN18_25_8_15_R2_B_SCNPILOT_EXPT_1000_BF_Altererythrobacter_66_12_66_16	5	750	3158237	0.000237474	1.38e-07
ET_SCN_6	SCN18_25_8_15_R2_B_SCNPILOT_EXPT_1000_BF_Devosia_62_26-related_62_9	4	600	4234864	0.000141681	8.22e-08
ET_SCN_6	SCN18_25_8_15_R2_B_SCNPILOT_EXPT_750_BF_Actinomycetales_70_150_72_69	0	0	3324329	0	0
ET_SCN_6	SCN18_25_8_15_R2_B_SCNPILOT_EXPT_750_BF_Sphingobacteriia_47_330_48_20	28	4200	4755454	0.000883196	5.12e-07
ET_SCN_6	SCN18_25_8_15_R2_B_SCNpilot_BF_INOC_Bordetella_67_10-related_69_14	0	0	3143846	0	0
ET_SCN_6	SCN18_25_8_15_R2_B_Xanthomonadales_66_12	505	75686	3496265	0.021647673	1.26e-05
ET_SCN_6	SCN18_25_8_15_R3_B_WPS-2_62_28	4	600	7653012	7.84e-05	4.55e-08
ET_SCN_6	SCN18_25_8_15_R4_B_Xanthomonadales_70_612	3	450	2676672	0.000168119	9.75e-08
ET_SCN_6	SCN18_25_8_15_R5_B_Rhodanobaceraceae_66_24	2740	410870	3724418	0.110317907	6.4e-05
ET_SCN_6	SCN18_26_2_15_R1_B_Micrococcales_64_47	1154	173040	4082655	0.042384184	2.46e-05
ET_SCN_6	SCN18_26_2_15_R1_B_Proprionibacteraceae_70_19	1972	295690	4242603	0.06969542	4.04e-05
ET_SCN_6	SCN18_26_2_15_R1_B_SCNPILOT_CONT_1000_BF_Rhizobiales_65_79_66_12	121	18149	4868845	0.003727578	2.16e-06
ET_SCN_6	SCN18_26_2_15_R1_B_SCNPILOT_SOLID2_TRIM150_Alphaproteobacteria_62_41_62_24	159	23846	3582612	0.006656038	3.86e-06
ET_SCN_6	SCN18_26_2_15_R1_F_Bosea_sp_LC85_SCNPILOT_EXPT_1000_BF_Rhizobiales_65_15_67_33	123	18449	4873045	0.003785929	2.2e-06
ET_SCN_6	SCN18_26_2_15_R1_F_Chitinophagaceae_50_26	76831	11520222	7944810	1.450031152	0.000840779
ET_SCN_6	SCN18_26_2_15_R1_F_SCNPILOT_CONT_1000_BF_Chloroflexi_54_27_54_23	24126	3617410	8956367	0.40389256	0.000234191
ET_SCN_6	SCN18_26_2_15_R1_F_SCNPILOT_EXPT_300_BF_Thiobacillus_62_448_63_78	104	15595	3584500	0.004350677	2.52e-06
ET_SCN_6	SCN18_26_2_15_R1_P_SCNPILOT_CONT_1000_BF_Mesorhizobium_65_39_65_22	28920	4335964	6615161	0.655458575	0.000380058
ET_SCN_6	SCN18_26_2_15_R2_B_Rhizobiales_60_31	28	4199	6552773	0.000640797	3.72e-07
ET_SCN_6	SCN18_26_2_15_R2_B_Rhizobiales_61_8	632	94758	2996661	0.031621194	1.83e-05
ET_SCN_6	SCN18_26_2_15_R2_B_SCNPILOT_CONT_1000_BF_Rhizobiales_65_18_67_34	13437	2014161	4186106	0.481153846	0.00027899
ET_SCN_6	SCN18_26_2_15_R2_B_SCNPILOT_CONT_750_BF_Rhodospirillales_68_10_70_15	993	148877	5293473	0.028124636	1.63e-05
ET_SCN_6	SCN18_26_2_15_R2_B_SCN_Variovorax_21x_67_25	1	150	7857986	1.91e-05	1.11e-08
ET_SCN_6	SCN18_26_2_15_R2_P_Planctomycetes_69_10	6	900	6638716	0.000135568	7.86e-08
ET_SCN_6	SCN18_26_2_15_R2_P_SCNPILOT_CONT_500_P_Xanthomonadales_69_150_Rhodanobacter_68_51	44	6600	3833301	0.001721754	9.98e-07
ET_SCN_6	SCN18_26_2_15_R3_B_Saccharibacteria_TM7_47_55	0	0	938312	0	0
ET_SCN_6	SCN18_26_2_15_R4_B_Rhodanobacter_69_138	60565	9080324	4047913	2.243211255	0.001300692
ET_SCN_6	SCN18_26_2_15_R4_B_SCNPILOT_CONT_750_P_Burkholderiales_64_62_65_12	18	2700	5469709	0.000493628	2.86e-07
ET_SCN_6	SCN18_26_2_15_R4_P_Microbacterium_70_222	120272	18031350	2953160	6.105781603	0.003540346
ET_SCN_6	SCN18_26_2_15_R5_B_Alphaproteobacteria_66_27	616	92361	7324041	0.012610661	7.31e-06
ET_SCN_6	SCN18_26_2_15_R5_F_Sphingomonas_65_27	19	2849	3341277	0.000852668	4.94e-07
ET_SCN_6	SCN18_30_10_14_R1_B_SCNPILOT_EXPT_1000_BF_Afipia_62_8_60_16	371	55610	4609494	0.012064231	7e-06
ET_SCN_6	SCN18_30_10_14_R1_B_SCNPILOT_EXPT_750_BF_Actinomycetales_70_150_73_20	0	0	2848058	0	0
ET_SCN_6	SCN18_30_10_14_R1_B_Sphingobium_66_9	3	450	3875922	0.000116101	6.73e-08
ET_SCN_6	SCN18_30_10_14_R1_P_Bosea_67_18	2049	307151	4815883	0.06377875	3.7e-05
ET_SCN_6	SCN18_30_10_14_R1_P_Cytophagales_49_46	0	0	8175295	0	0
ET_SCN_6	SCN18_30_10_14_R1_P_Rhizobiales_62_27	788	118168	5806422	0.020351259	1.18e-05
ET_SCN_6	SCN18_30_10_14_R1_P_SCNPILOT_EXPT_1000_BF_Sphingomonas_65_55_65_26	5	750	3585854	0.000209155	1.21e-07
ET_SCN_6	SCN18_30_10_14_R2_B_Alphaproteobacteria_64_8	20	3000	2659181	0.001128167	6.54e-07
ET_SCN_6	SCN18_30_10_14_R2_B_Bacteria_71_11	2	300	9007526	3.33e-05	1.93e-08
ET_SCN_6	SCN18_30_10_14_R2_B_Bradyrhizobiaceae_62_135	2903	435197	4799874	0.090668422	5.26e-05
ET_SCN_6	SCN18_30_10_14_R2_B_Possibly_Chloroflexi_64_8	26	3900	3141211	0.001241559	7.2e-07
ET_SCN_6	SCN18_30_10_14_R2_B_Rhizobiales_63_8	17	2550	4692807	0.000543385	3.15e-07
ET_SCN_6	SCN18_30_10_14_R2_B_Rhizobiales_64_10	4	600	4560801	0.000131556	7.63e-08
ET_SCN_6	SCN18_30_10_14_R2_B_Rhizobiales_64_7	0	0	2659393	0	0
ET_SCN_6	SCN18_30_10_14_R2_B_Rhizobiales_64_8	31	4650	3075841	0.001511782	8.77e-07
ET_SCN_6	SCN18_30_10_14_R2_B_Rhizobiales_67_7	23	3450	2127637	0.001621517	9.4e-07
ET_SCN_6	SCN18_30_10_14_R2_B_SCNPILOT_CONT_1000_P_Alphaproteobacteria_64_11_65_16	1167	175009	3446473	0.050779159	2.94e-05
ET_SCN_6	SCN18_30_10_14_R2_B_SCNPILOT_EXPT_1000_BF_Afipia_62_8-rel_65_16	42	6298	4019435	0.001566887	9.09e-07
ET_SCN_6	SCN18_30_10_14_R2_B_SCNPILOT_SOLID2_TRIM150_Alphaproteobacteria_62_41_63_12	889	133306	3494698	0.038145213	2.21e-05
ET_SCN_6	SCN18_30_10_14_R2_P_Burkholderiales_63_16	162	24275	5657395	0.004290844	2.49e-06
ET_SCN_6	SCN18_30_10_14_R2_P_Sphingomonas_67_78	26	3898	3183506	0.001224436	7.1e-07
ET_SCN_6	SCN18_30_10_14_R3_B_Delftia_65_125	0	0	4899136	0	0
ET_SCN_6	SCN18_30_10_14_R3_B_Leifsonia_70_93	0	0	3126661	0	0
ET_SCN_6	SCN18_30_10_14_R3_B_Rhizobiales_60_7	2	300	4098479	7.32e-05	4.24e-08
ET_SCN_6	SCN18_30_10_14_R3_B_Rhizobiales_64_9	0	0	5594316	0	0
ET_SCN_6	SCN18_30_10_14_R3_B_SCNPILOT_CONT_1000_P_Verrucomicrobia_61_8_61_17	10	1500	5110051	0.000293539	1.7e-07
ET_SCN_6	SCN18_30_10_14_R3_B_SCNPILOT_CONT_500_BF_Rhizobiales_64_17-related_63_20	82	12298	3709453	0.003315314	1.92e-06
ET_SCN_6	SCN18_30_10_14_R3_B_SCNPILOT_EXPT_500_BF_STEP10_Armatimonadetes_55_34_56_13	0	0	4448170	0	0
ET_SCN_6	SCN18_30_10_14_R3_B_SCNpilot_P_inoc_Thiobacillus_strain2_63_34_65_22	6	900	2984013	0.000301607	1.75e-07
ET_SCN_6	SCN18_30_10_14_R3_P_Alphaproteobacteria_65_207	624	93503	5203457	0.0179694	1.04e-05
ET_SCN_6	SCN18_30_10_14_R3_P_Bosea_sp_LC85_SCNPILOT_EXPT_1000_BF_Rhizobiales_65_15_67_61	0	0	5551342	0	0
ET_SCN_6	SCN18_30_10_14_R3_P_Burkholderiales_68_190	43	6315	4991047	0.001265266	7.34e-07
ET_SCN_6	SCN18_30_10_14_R3_P_CN-SCN_Devosia_27x_66_71	158	23684	4092090	0.005787751	3.36e-06
ET_SCN_6	SCN18_30_10_14_R3_P_CN-SCN_Microbacterium_27x_70_19	239	35792	2788097	0.01283743	7.44e-06
ET_SCN_6	SCN18_30_10_14_R3_P_Caulobacterales_69_10	0	0	2395800	0	0
ET_SCN_6	SCN18_30_10_14_R3_P_Rhizobiales_65_8	0	0	3477740	0	0
ET_SCN_6	SCN18_30_10_14_R3_P_SCNPILOT_EXPT_1000_BF_Afipia_62_8_62_188	535	80189	3895075	0.02058728	1.19e-05
ET_SCN_6	SCN18_30_10_14_R4_B_Microbacterium_70_78	526	78855	3498495	0.022539692	1.31e-05
ET_SCN_6	SCN18_30_10_14_R4_P_Alphaproteobacteria_64_8	918	137648	5414201	0.025423511	1.47e-05
ET_SCN_6	SCN18_30_10_14_R4_P_Microbacterium_70_55	369	55319	3762096	0.014704303	8.53e-06
ET_SCN_6	SCN18_30_10_14_R4_P_Rhizobiales_66_13	106	15897	4256458	0.003734795	2.17e-06
ET_SCN_6	SCN18_30_10_14_R4_P_SCNPILOT_CONT_300_BF_Rhizobiales_67_6-related_67_37	7848	1176642	5097286	0.230836959	0.000133847
ET_SCN_6	SCN18_30_10_14_R4_P_SCN_Variovorax_21x_69_13	14	2100	6119080	0.000343189	1.99e-07
ET_SCN_6	SCN18_30_10_14_R5_P_Alphaproteobacteria_65_16	3	450	5322918	8.45e-05	4.9e-08
ET_SCN_6	SCN18_30_10_14_R5_P_Burkholderiales_69_51	0	0	4428054	0	0
ET_SCN_6	SCN18_30_10_14_R5_P_Hydrogenophaga_sp_PBC_SCNpilot_P_inoc_Hydrogenophaga_70_12_70_78	0	0	4666461	0	0
ET_SCN_6	SCN18_30_10_14_R5_P_Sphingomonadales_65_13	4	600	5106904	0.000117488	6.81e-08
ET_SCN_6	SCN18_31_3_15_R1_B_Nitrobacter_62_136	1771	265593	3596918	0.073839048	4.28e-05
ET_SCN_6	SCN18_31_3_15_R1_B_Nitrosospira_56_42	1072	160745	3240699	0.049601953	2.88e-05
ET_SCN_6	SCN18_31_3_15_R1_B_SCNPILOT_CONT_1000_BF_Rhizobiales_65_79_68_31	620	92905	4431631	0.020964065	1.22e-05
ET_SCN_6	SCN18_31_3_15_R3_B_SCNPILOT_EXPT_300_BF_Sphingomonas_67_13_68_146	2716	407131	4444055	0.091612503	5.31e-05
ET_SCN_6	SCN18_31_3_15_R4_B_Acidobacteria_62_15	6965	1044480	9385101	0.11129129	6.45e-05
ET_SCN_6	SCN18_31_3_15_R4_B_SCNpilot_BF_INOC_Flavobacterium_39_30_40_63	0	0	3890927	0	0
ET_SCN_6	SCN18_31_3_15_R5_B_SCNPILOT_CONT_750_BF_Chitinophagaceae_50_32	25	3750	9391252	0.000399308	2.32e-07
ET_SCN_6	SCN18_SCNpilot_BF_INOC_Bordetella_67_10_67_46	0	0	3232968	0	0
ET_SCN_6	SCNPILOT_EXPT_1000_BF_Rhizobiales_69_8_partial_69_13	45	6746	5320238	0.001267988	7.35e-07
ET_SCN_6	SCN_bioreactor_inoc_reactora_Bacteroidetes_38_10	0	0	3655513	0	0
ET_SCN_6	SCN_bioreactor_inoc_reactora_Bacteroidetes_39_99	0	0	3302211	0	0
ET_SCN_6	SCN_bioreactor_inoc_reactora_Legionella_40_7	459	68834	2376544	0.028963907	1.68e-05
ET_SCN_6	SCN_bioreactor_inoc_reactorb_Actinobacteria_65_60	8	1200	2733184	0.000439048	2.55e-07
ET_SCN_6	SCN_bioreactor_inoc_reactorb_Bacteroidetes_53_13	0	0	3035995	0	0
ET_SCN_6	SCN_bioreactor_inoc_reactorb_Betaproteobacteria_68_25	1654	248030	4928268	0.050328026	2.92e-05
ET_SCN_6	SCN_bioreactor_inoc_reactorb_Rhodocyclales_66_46	65	9744	3693402	0.002638218	1.53e-06
ET_SCN_6	SCN_bioreactor_t0_Alphaproteobacteria_66_43	4459	668675	5098746	0.131144991	7.6e-05
ET_SCN_6	SCN_bioreactor_t0_Leifsonia_70_11	1141	171101	2690851	0.063586204	3.69e-05
ET_SCN_6	SCN_bioreactor_t0_Rhizobiales_60_89	235	35245	4455400	0.007910625	4.59e-06
ET_SCN_6	SCNpilot_BF_INOC_Bordetella_67_10_67_30	130	19497	6610525	0.002949388	1.71e-06
ET_SCN_6	pHLL249	0	0	4808	0	0
ET_SCN_6	pHLL250	47573	7133131	4892	1458.121627	0.845469921
ET_SCN_6	scnpilot_dereplicated_Accumulibacter_1	1	149	4385439	3.4e-05	1.97e-08
ET_SCN_6	scnpilot_dereplicated_Acinetobacter_1	0	0	3478169	0	0
ET_SCN_6	scnpilot_dereplicated_Aeromonas_1	0	0	4467577	0	0
ET_SCN_6	scnpilot_dereplicated_Alicycliphilus_1	80	11998	4633122	0.002589615	1.5e-06
ET_SCN_6	scnpilot_dereplicated_Alphaproteobacteria_1	0	0	2859639	0	0
ET_SCN_6	scnpilot_dereplicated_Alphaproteobacteria_5	0	0	1883020	0	0
ET_SCN_6	scnpilot_dereplicated_Alphaproteobacteria_9	10	1500	1559746	0.000961695	5.58e-07
ET_SCN_6	scnpilot_dereplicated_Amoebophilus_1	0	0	1762822	0	0
ET_SCN_6	scnpilot_dereplicated_Bacteroidales_1	0	0	3916741	0	0
ET_SCN_6	scnpilot_dereplicated_Bacteroidales_2	4	600	3860239	0.000155431	9.01e-08
ET_SCN_6	scnpilot_dereplicated_Bacteroidetes_3	0	0	2468842	0	0
ET_SCN_6	scnpilot_dereplicated_Bacteroidetes_4	48	7199	4727320	0.00152285	8.83e-07
ET_SCN_6	scnpilot_dereplicated_Bacteroidetes_5	0	0	3123620	0	0
ET_SCN_6	scnpilot_dereplicated_Bacteroidetes_6	0	0	4357586	0	0
ET_SCN_6	scnpilot_dereplicated_Bacteroidetes_8	4	600	3866915	0.000155162	9e-08
ET_SCN_6	scnpilot_dereplicated_Bacteroidia_1	0	0	3605433	0	0
ET_SCN_6	scnpilot_dereplicated_Bacteroidia_2	0	0	5737001	0	0
ET_SCN_6	scnpilot_dereplicated_Brevundimonas_1	0	0	2930189	0	0
ET_SCN_6	scnpilot_dereplicated_Burkholderiales_1	34	5098	5773277	0.000883034	5.12e-07
ET_SCN_6	scnpilot_dereplicated_Burkholderiales_2	2	300	3643094	8.23e-05	4.77e-08
ET_SCN_6	scnpilot_dereplicated_Burkholderiales_4	2	300	4721507	6.35e-05	3.68e-08
ET_SCN_6	scnpilot_dereplicated_Burkholderiales_7	2	300	3765990	7.97e-05	4.62e-08
ET_SCN_6	scnpilot_dereplicated_Burkholderiales_9	0	0	3170979	0	0
ET_SCN_6	scnpilot_dereplicated_Caedibacter_2	0	0	1832742	0	0
ET_SCN_6	scnpilot_dereplicated_Cellulomonas_1	216	32396	3706680	0.008739897	5.07e-06
ET_SCN_6	scnpilot_dereplicated_Chlamydia_1	2	300	2529957	0.000118579	6.88e-08
ET_SCN_6	scnpilot_dereplicated_Chlamydiales_1	4	600	2834110	0.000211707	1.23e-07
ET_SCN_6	scnpilot_dereplicated_Chloroflexi_1	0	0	4184439	0	0
ET_SCN_6	scnpilot_dereplicated_Clostridiales_1	0	0	3417378	0	0
ET_SCN_6	scnpilot_dereplicated_Clostridiales_2	0	0	3088360	0	0
ET_SCN_6	scnpilot_dereplicated_Delftia_1	2	300	6476131	4.63e-05	2.69e-08
ET_SCN_6	scnpilot_dereplicated_Devosia_1	0	0	3994449	0	0
ET_SCN_6	scnpilot_dereplicated_Devosia_2	20	3000	4355070	0.000688852	3.99e-07
ET_SCN_6	scnpilot_dereplicated_Devosia_5	0	0	5719967	0	0
ET_SCN_6	scnpilot_dereplicated_Dyadobacter_1	0	0	7719061	0	0
ET_SCN_6	scnpilot_dereplicated_Dysgonomonas_1	0	0	4410792	0	0
ET_SCN_6	scnpilot_dereplicated_Enterobacter_1	4540	680782	5013079	0.135801171	7.87e-05
ET_SCN_6	scnpilot_dereplicated_Flavobacteriia_1	0	0	3521150	0	0
ET_SCN_6	scnpilot_dereplicated_Flavobacterium_1	0	0	3801142	0	0
ET_SCN_6	scnpilot_dereplicated_Legionella_1	324	48584	4167318	0.011658338	6.76e-06
ET_SCN_6	scnpilot_dereplicated_Leifsonia_1	809	121324	4475315	0.0271096	1.57e-05
ET_SCN_6	scnpilot_dereplicated_Magnetospirillum_1	10	1499	4273527	0.000350764	2.03e-07
ET_SCN_6	scnpilot_dereplicated_Mesorhizobium_2	56	8399	3923245	0.00214083	1.24e-06
ET_SCN_6	scnpilot_dereplicated_Microbacterium_3	0	0	3478756	0	0
ET_SCN_6	scnpilot_dereplicated_Microbacterium_4	182	27297	3517424	0.007760509	4.5e-06
ET_SCN_6	scnpilot_dereplicated_Microbacterium_5	13	1950	3129463	0.00062311	3.61e-07
ET_SCN_6	scnpilot_dereplicated_Microbacterium_6	1	148	3139230	4.71e-05	2.73e-08
ET_SCN_6	scnpilot_dereplicated_Microbacterium_7	15	2249	2908404	0.000773276	4.48e-07
ET_SCN_6	scnpilot_dereplicated_Micrococcales_2	85	12749	2404392	0.00530238	3.07e-06
ET_SCN_6	scnpilot_dereplicated_Micrococcales_3	0	0	3818346	0	0
ET_SCN_6	scnpilot_dereplicated_Mucilaginibacter_1	0	0	4167186	0	0
ET_SCN_6	scnpilot_dereplicated_Myxococcales_1	1	22	11892526	1.85e-06	1.07e-09
ET_SCN_6	scnpilot_dereplicated_Nitrobacter_2	138	20681	3540405	0.005841422	3.39e-06
ET_SCN_6	scnpilot_dereplicated_Paludibacter_1	0	0	4182621	0	0
ET_SCN_6	scnpilot_dereplicated_Pandoraea_1	882	132285	4875685	0.027131572	1.57e-05
ET_SCN_6	scnpilot_dereplicated_Planctomycetales_1	356	53386	7731496	0.006905003	4e-06
ET_SCN_6	scnpilot_dereplicated_Pseudonocardia_1	39	5847	7090563	0.000824617	4.78e-07
ET_SCN_6	scnpilot_dereplicated_Rhizobiales_1	331	49641	5132883	0.009671173	5.61e-06
ET_SCN_6	scnpilot_dereplicated_Rhizobiales_6	226	33847	4143367	0.00816896	4.74e-06
ET_SCN_6	scnpilot_dereplicated_Rhizobium_2	0	0	4625786	0	0
ET_SCN_6	scnpilot_dereplicated_Rhodobacterales_1	0	0	4679666	0	0
ET_SCN_6	scnpilot_dereplicated_Rhodospirillales_2	229	34339	6483964	0.005295989	3.07e-06
ET_SCN_6	scnpilot_dereplicated_Solirubrobacterales_2	175	26242	4207762	0.006236569	3.62e-06
ET_SCN_6	scnpilot_dereplicated_Sphingobacteriales_3	12	1800	5487359	0.000328027	1.9e-07
ET_SCN_6	scnpilot_dereplicated_Sphingobacteriales_5	0	0	3133412	0	0
ET_SCN_6	scnpilot_dereplicated_Sphingobacteriales_6	0	0	6139489	0	0
ET_SCN_6	scnpilot_dereplicated_Sphingobium_2	0	0	3996113	0	0
ET_SCN_6	scnpilot_dereplicated_Sphingomonadales_1	0	0	3512439	0	0
ET_SCN_6	scnpilot_dereplicated_Sphingomonas_1	349	52340	4000194	0.013084365	7.59e-06
ET_SCN_6	scnpilot_dereplicated_Sphingomonas_3	127	19047	5385678	0.003536602	2.05e-06
ET_SCN_6	scnpilot_dereplicated_Sphingopyxis_1	4	600	3291164	0.000182306	1.06e-07
ET_SCN_6	scnpilot_dereplicated_Stenotrophomonas_1	0	0	3693706	0	0
ET_SCN_6	scnpilot_dereplicated_TM7_1	0	0	904897	0	0
ET_SCN_6	scnpilot_dereplicated_Thiobacillus_2	5	750	2906018	0.000258085	1.5e-07
ET_SCN_6	scnpilot_dereplicated_Thiobacillus_3	6882	1031722	3213355	0.321073146	0.000186169
ET_SCN_6	scnpilot_dereplicated_Thiobacillus_5	4	600	2896222	0.000207166	1.2e-07
ET_SCN_6	scnpilot_dereplicated_Xanthomonadales_2	0	0	5810929	0	0
ET_SCN_6	scnpilot_dereplicated_Xanthomonadales_3	0	0	3747714	0	0
ET_SCN_13	2019_SCN_bioreactor_inoc_reactora_Parvibaculum_lavamentivorans_64_9	0	0	2169045	0	0
