SAMPLE	GENOME	model	RDSdC	UBCdC	BCPR	BCPRdC	DESC	CONC	EXP
BR_1_7_B_Kcurve_7	AMD835_Microbacterium_Actinobacteria_70_608.contigs	NewPrimer_mariner	0	0	0	0	B	1e-04	Treatment
BR_1_7_B_Kcurve_7	AMD837_Arthrobacter_Actinobacteria_63_1.contigs	NewPrimer_mariner	0	0	0	0	B	1e-04	Treatment
BR_1_7_B_Kcurve_7	Burkholderia_bryophila_376MFSha3.1_GCF_000383275.1	NewPrimer_mariner	0	0	0	0	B	1e-04	Treatment
BR_1_7_B_Kcurve_7	Dyella_japonica_UNC79MFTsu3.2_GCF_000620485.1	NewPrimer_mariner	0	0	0	0	B	1e-04	Treatment
BR_1_7_B_Kcurve_7	E.coli_WM3604_scaffold_min1000	NewPrimer_mariner	0	0	0	0	B	1e-04	Treatment
BR_1_7_B_Kcurve_7	Methylobacterium_sp_UNC378MF_GCF_900103195.1	NewPrimer_mariner	0	0	0	0	B	1e-04	Treatment
BR_1_7_B_Kcurve_7	pBFC0882_Barcoded_VcCas	NewPrimer_mariner	0	0	0	0	B	1e-04	Treatment
BR_1_7_B_Kcurve_7	pHLL249	NewPrimer_mariner	0	0	0	0	B	1e-04	Treatment
BR_1_7_B_Kcurve_7	Pseudomonas_simiae_WCS417_GCF_000698265.1	NewPrimer_mariner	0	0	0	0	B	1e-04	Treatment
BR_1_7_B_Kcurve_7	Sinorhizobium_meliloti_1021_GCF_000006965.1	NewPrimer_mariner	0	0	0	0	B	1e-04	Treatment
BR_1_8_A_Kcurve_8	Bacteroides_thetaiotaomicron_VPI_5482_GCF_000011065.1	NewPrimer_mariner	1494579	1956	0.001983701	0.00130873	A	1e-04	Treatment
BR_1_8_A_Kcurve_8	Klebsiella_michiganensis_M5a1_GCF_002090195.1	NewPrimer_mariner	5535	4	0.008954155	0.000722674	A	1e-04	Treatment
BR_1_8_A_Kcurve_8	pHLL250	NewPrimer_mariner	18	1	0.105263158	0.055555556	A	1e-04	Treatment
BR_1_8_A_Kcurve_8	Pseudomonas_simiae_WCS417_GCF_000698265.1	NewPrimer_mariner	9	1	0.111111111	0.111111111	A	1e-04	Treatment
BR_1_8_A_Kcurve_8	Dyella_japonica_UNC79MFTsu3.2_GCF_000620485.1	NewPrimer_mariner	0	0	1	0	A	1e-04	Treatment
BR_1_8_A_Kcurve_8	AMD830_Bacillus_Bacilli_39_7.contigs	NewPrimer_mariner	0	0	0	0	A	1e-04	Treatment
BR_1_8_A_Kcurve_8	AMD835_Microbacterium_Actinobacteria_70_608.contigs	NewPrimer_mariner	0	0	0	0	A	1e-04	Treatment
BR_1_8_A_Kcurve_8	AMD837_Arthrobacter_Actinobacteria_63_1.contigs	NewPrimer_mariner	0	0	0	0	A	1e-04	Treatment
BR_1_8_A_Kcurve_8	Burkholderia_bryophila_376MFSha3.1_GCF_000383275.1	NewPrimer_mariner	0	0	0	0	A	1e-04	Treatment
BR_1_8_A_Kcurve_8	E.coli_WM3604_scaffold_min1000	NewPrimer_mariner	0	0	0	0	A	1e-04	Treatment
BR_1_8_A_Kcurve_8	Methylobacterium_sp_UNC378MF_GCF_900103195.1	NewPrimer_mariner	0	0	0	0	A	1e-04	Treatment
BR_1_8_A_Kcurve_8	pBFC0882_Barcoded_VcCas	NewPrimer_mariner	0	0	0	0	A	1e-04	Treatment
BR_1_8_A_Kcurve_8	pHLL249	NewPrimer_mariner	0	0	0	0	A	1e-04	Treatment
BR_1_8_A_Kcurve_8	Ralstonia_sp_UNC404CL21Col_GCF_000620465.1	NewPrimer_mariner	0	0	0	0	A	1e-04	Treatment
BR_1_8_A_Kcurve_8	Sinorhizobium_meliloti_1021_GCF_000006965.1	NewPrimer_mariner	0	0	0	0	A	1e-04	Treatment
BR_1_8_B_Kcurve_8	Bacteroides_thetaiotaomicron_VPI_5482_GCF_000011065.1	NewPrimer_mariner	1643241	2069	0.001914332	0.001259097	B	1e-04	Treatment
BR_1_8_B_Kcurve_8	Klebsiella_michiganensis_M5a1_GCF_002090195.1	NewPrimer_mariner	6094	5	0.006362153	0.000820479	B	1e-04	Treatment
BR_1_8_B_Kcurve_8	pHLL250	NewPrimer_mariner	20	1	0.166666667	0.05	B	1e-04	Treatment
BR_1_8_B_Kcurve_8	Pseudomonas_simiae_WCS417_GCF_000698265.1	NewPrimer_mariner	19	1	0.052631579	0.052631579	B	1e-04	Treatment
BR_1_8_B_Kcurve_8	Ralstonia_sp_UNC404CL21Col_GCF_000620465.1	NewPrimer_mariner	2	1	0.5	0.5	B	1e-04	Treatment
BR_1_8_B_Kcurve_8	AMD830_Bacillus_Bacilli_39_7.contigs	NewPrimer_mariner	0	0	0	0	B	1e-04	Treatment
BR_1_8_B_Kcurve_8	AMD835_Microbacterium_Actinobacteria_70_608.contigs	NewPrimer_mariner	0	0	0	0	B	1e-04	Treatment
BR_1_8_B_Kcurve_8	AMD837_Arthrobacter_Actinobacteria_63_1.contigs	NewPrimer_mariner	0	0	0	0	B	1e-04	Treatment
BR_1_8_B_Kcurve_8	Burkholderia_bryophila_376MFSha3.1_GCF_000383275.1	NewPrimer_mariner	0	0	0	0	B	1e-04	Treatment
BR_1_8_B_Kcurve_8	Dyella_japonica_UNC79MFTsu3.2_GCF_000620485.1	NewPrimer_mariner	0	0	0	0	B	1e-04	Treatment
BR_1_8_B_Kcurve_8	E.coli_WM3604_scaffold_min1000	NewPrimer_mariner	0	0	0	0	B	1e-04	Treatment
BR_1_8_B_Kcurve_8	Methylobacterium_sp_UNC378MF_GCF_900103195.1	NewPrimer_mariner	0	0	0	0	B	1e-04	Treatment
BR_1_8_B_Kcurve_8	pBFC0882_Barcoded_VcCas	NewPrimer_mariner	0	0	0	0	B	1e-04	Treatment
BR_1_8_B_Kcurve_8	pHLL249	NewPrimer_mariner	0	0	0	0	B	1e-04	Treatment
BR_1_8_B_Kcurve_8	Sinorhizobium_meliloti_1021_GCF_000006965.1	NewPrimer_mariner	0	0	0	0	B	1e-04	Treatment
BR_1_9_A_Kcurve_9	Bacteroides_thetaiotaomicron_VPI_5482_GCF_000011065.1	NewPrimer_mariner	1844358	1832	0.001713527	0.0009933	A	1e-04	Treatment
BR_1_9_A_Kcurve_9	Ralstonia_sp_UNC404CL21Col_GCF_000620465.1	NewPrimer_mariner	4072	1	0.00024558	0.00024558	A	1e-04	Treatment
BR_1_9_A_Kcurve_9	Klebsiella_michiganensis_M5a1_GCF_002090195.1	NewPrimer_mariner	3962	2	0.0156444	0.000504796	A	1e-04	Treatment
BR_1_9_A_Kcurve_9	pHLL250	NewPrimer_mariner	3592	2	0.001668057	0.000556793	A	1e-04	Treatment
BR_1_9_A_Kcurve_9	AMD830_Bacillus_Bacilli_39_7.contigs	NewPrimer_mariner	0	0	0	0	A	1e-04	Treatment
BR_1_9_A_Kcurve_9	AMD835_Microbacterium_Actinobacteria_70_608.contigs	NewPrimer_mariner	0	0	0	0	A	1e-04	Treatment
BR_1_9_A_Kcurve_9	AMD837_Arthrobacter_Actinobacteria_63_1.contigs	NewPrimer_mariner	0	0	0	0	A	1e-04	Treatment
BR_1_9_A_Kcurve_9	Burkholderia_bryophila_376MFSha3.1_GCF_000383275.1	NewPrimer_mariner	0	0	0	0	A	1e-04	Treatment
BR_1_9_A_Kcurve_9	Dyella_japonica_UNC79MFTsu3.2_GCF_000620485.1	NewPrimer_mariner	0	0	0	0	A	1e-04	Treatment
BR_1_9_A_Kcurve_9	E.coli_WM3604_scaffold_min1000	NewPrimer_mariner	0	0	0	0	A	1e-04	Treatment
BR_1_9_A_Kcurve_9	Methylobacterium_sp_UNC378MF_GCF_900103195.1	NewPrimer_mariner	0	0	0	0	A	1e-04	Treatment
BR_1_9_A_Kcurve_9	pBFC0882_Barcoded_VcCas	NewPrimer_mariner	0	0	0	0	A	1e-04	Treatment
BR_1_9_A_Kcurve_9	pHLL249	NewPrimer_mariner	0	0	0	0	A	1e-04	Treatment
BR_1_9_A_Kcurve_9	Pseudomonas_simiae_WCS417_GCF_000698265.1	NewPrimer_mariner	0	0	0	0	A	1e-04	Treatment
BR_1_9_A_Kcurve_9	Sinorhizobium_meliloti_1021_GCF_000006965.1	NewPrimer_mariner	0	0	0	0	A	1e-04	Treatment
BR_1_9_B_Kcurve_9	Bacteroides_thetaiotaomicron_VPI_5482_GCF_000011065.1	NewPrimer_mariner	1976515	1894	0.001564291	0.000958252	B	1e-04	Treatment
BR_1_9_B_Kcurve_9	Ralstonia_sp_UNC404CL21Col_GCF_000620465.1	NewPrimer_mariner	4512	1	0.000221631	0.000221631	B	1e-04	Treatment
BR_1_9_B_Kcurve_9	Klebsiella_michiganensis_M5a1_GCF_002090195.1	NewPrimer_mariner	4079	3	0.012587751	0.000735474	B	1e-04	Treatment
BR_1_9_B_Kcurve_9	pHLL250	NewPrimer_mariner	3811	3	0.001311303	0.000787195	B	1e-04	Treatment
BR_1_9_B_Kcurve_9	Burkholderia_bryophila_376MFSha3.1_GCF_000383275.1	NewPrimer_mariner	0	0	1	0	B	1e-04	Treatment
BR_1_9_B_Kcurve_9	Dyella_japonica_UNC79MFTsu3.2_GCF_000620485.1	NewPrimer_mariner	0	0	1	0	B	1e-04	Treatment
BR_1_9_B_Kcurve_9	AMD830_Bacillus_Bacilli_39_7.contigs	NewPrimer_mariner	0	0	0	0	B	1e-04	Treatment
BR_1_9_B_Kcurve_9	AMD835_Microbacterium_Actinobacteria_70_608.contigs	NewPrimer_mariner	0	0	0	0	B	1e-04	Treatment
BR_1_9_B_Kcurve_9	AMD837_Arthrobacter_Actinobacteria_63_1.contigs	NewPrimer_mariner	0	0	0	0	B	1e-04	Treatment
BR_1_9_B_Kcurve_9	E.coli_WM3604_scaffold_min1000	NewPrimer_mariner	0	0	0	0	B	1e-04	Treatment
BR_1_9_B_Kcurve_9	Methylobacterium_sp_UNC378MF_GCF_900103195.1	NewPrimer_mariner	0	0	0	0	B	1e-04	Treatment
BR_1_9_B_Kcurve_9	pBFC0882_Barcoded_VcCas	NewPrimer_mariner	0	0	0	0	B	1e-04	Treatment
BR_1_9_B_Kcurve_9	pHLL249	NewPrimer_mariner	0	0	0	0	B	1e-04	Treatment
BR_1_9_B_Kcurve_9	Pseudomonas_simiae_WCS417_GCF_000698265.1	NewPrimer_mariner	0	0	0	0	B	1e-04	Treatment
BR_1_9_B_Kcurve_9	Sinorhizobium_meliloti_1021_GCF_000006965.1	NewPrimer_mariner	0	0	0	0	B	1e-04	Treatment
